Recent studies have provided consistent evidence that treatment with abatacept results in a rapid onset of efficacy that is maintained over the course of treatment in patients with inadequate response to @CHEMICAL$ and anti-@GENE$ therapies.	0
@GENE$ inhibitors currently under investigation include the small molecules @CHEMICAL$ (Iressa, ZD1839) and erlotinib (Tarceva, OSI-774), as well as monoclonal antibodies such as cetuximab (IMC-225, Erbitux).	2
@GENE$ inhibitors currently under investigation include the small molecules gefitinib (@CHEMICAL$, ZD1839) and erlotinib (Tarceva, OSI-774), as well as monoclonal antibodies such as cetuximab (IMC-225, Erbitux).	2
@GENE$ inhibitors currently under investigation include the small molecules gefitinib (Iressa, @CHEMICAL$) and erlotinib (Tarceva, OSI-774), as well as monoclonal antibodies such as cetuximab (IMC-225, Erbitux).	2
@GENE$ inhibitors currently under investigation include the small molecules gefitinib (Iressa, ZD1839) and @CHEMICAL$ (Tarceva, OSI-774), as well as monoclonal antibodies such as cetuximab (IMC-225, Erbitux).	2
@GENE$ inhibitors currently under investigation include the small molecules gefitinib (Iressa, ZD1839) and erlotinib (@CHEMICAL$, OSI-774), as well as monoclonal antibodies such as cetuximab (IMC-225, Erbitux).	2
@GENE$ inhibitors currently under investigation include the small molecules gefitinib (Iressa, ZD1839) and erlotinib (Tarceva, @CHEMICAL$), as well as monoclonal antibodies such as cetuximab (IMC-225, Erbitux).	2
@GENE$ inhibitors currently under investigation include the small molecules gefitinib (Iressa, ZD1839) and erlotinib (Tarceva, OSI-774), as well as monoclonal antibodies such as @CHEMICAL$ (IMC-225, Erbitux).	2
@GENE$ inhibitors currently under investigation include the small molecules gefitinib (Iressa, ZD1839) and erlotinib (Tarceva, OSI-774), as well as monoclonal antibodies such as cetuximab (@CHEMICAL$, Erbitux).	2
@GENE$ inhibitors currently under investigation include the small molecules gefitinib (Iressa, ZD1839) and erlotinib (Tarceva, OSI-774), as well as monoclonal antibodies such as cetuximab (IMC-225, @CHEMICAL$).	2
Agents that have only begun to undergo clinical evaluation include @CHEMICAL$, an irreversible pan-@GENE$ tyrosine kinase inhibitor, and PKI166 and GW572016, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and Her2).	2
Agents that have only begun to undergo clinical evaluation include @CHEMICAL$, an irreversible pan-erbB @GENE$ inhibitor, and PKI166 and GW572016, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and Her2).	2
Agents that have only begun to undergo clinical evaluation include @CHEMICAL$, an irreversible pan-erbB tyrosine kinase inhibitor, and PKI166 and GW572016, both examples of dual @GENE$ inhibitors (inhibiting epidermal growth factor receptor and Her2).	0
Agents that have only begun to undergo clinical evaluation include @CHEMICAL$, an irreversible pan-erbB tyrosine kinase inhibitor, and PKI166 and GW572016, both examples of dual kinase inhibitors (inhibiting @GENE$ and Her2).	0
Agents that have only begun to undergo clinical evaluation include @CHEMICAL$, an irreversible pan-erbB tyrosine kinase inhibitor, and PKI166 and GW572016, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and @GENE$).	0
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-@GENE$ @CHEMICAL$ kinase inhibitor, and PKI166 and GW572016, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and Her2).	0
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB @CHEM-GENE$ inhibitor, and PKI166 and GW572016, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and Her2).	0
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB @CHEMICAL$ kinase inhibitor, and PKI166 and GW572016, both examples of dual @GENE$ inhibitors (inhibiting epidermal growth factor receptor and Her2).	0
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB @CHEMICAL$ kinase inhibitor, and PKI166 and GW572016, both examples of dual kinase inhibitors (inhibiting @GENE$ and Her2).	0
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB @CHEMICAL$ kinase inhibitor, and PKI166 and GW572016, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and @GENE$).	0
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-@GENE$ tyrosine kinase inhibitor, and @CHEMICAL$ and GW572016, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and Her2).	0
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB @GENE$ inhibitor, and @CHEMICAL$ and GW572016, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and Her2).	0
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB tyrosine kinase inhibitor, and @CHEMICAL$ and GW572016, both examples of dual @GENE$ inhibitors (inhibiting epidermal growth factor receptor and Her2).	2
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB tyrosine kinase inhibitor, and @CHEMICAL$ and GW572016, both examples of dual kinase inhibitors (inhibiting @GENE$ and Her2).	2
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB tyrosine kinase inhibitor, and @CHEMICAL$ and GW572016, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and @GENE$).	2
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-@GENE$ tyrosine kinase inhibitor, and PKI166 and @CHEMICAL$, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and Her2).	0
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB @GENE$ inhibitor, and PKI166 and @CHEMICAL$, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and Her2).	0
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB tyrosine kinase inhibitor, and PKI166 and @CHEMICAL$, both examples of dual @GENE$ inhibitors (inhibiting epidermal growth factor receptor and Her2).	2
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB tyrosine kinase inhibitor, and PKI166 and @CHEMICAL$, both examples of dual kinase inhibitors (inhibiting @GENE$ and Her2).	2
Agents that have only begun to undergo clinical evaluation include CI-1033, an irreversible pan-erbB tyrosine kinase inhibitor, and PKI166 and @CHEMICAL$, both examples of dual kinase inhibitors (inhibiting epidermal growth factor receptor and @GENE$).	2
Effects of chronic social defeat stress on behavior and @CHEMICAL$ acetyltransferase, 78-kDa glucose-regulated protein, and @GENE$ in adult mice.	0
Effects of chronic social defeat stress on behavior and @CHEM-GENE$, 78-kDa glucose-regulated protein, and CCAAT/enhancer-binding protein (C/EBP) homologous protein in adult mice.	0
Effects of chronic social defeat stress on behavior and @CHEMICAL$ acetyltransferase, @GENE$, and CCAAT/enhancer-binding protein (C/EBP) homologous protein in adult mice.	0
Effects of chronic social defeat stress on behavior and choline acetyltransferase, 78-kDa @CHEMICAL$-regulated protein, and @GENE$ in adult mice.	0
Effects of chronic social defeat stress on behavior and @GENE$, 78-kDa @CHEMICAL$-regulated protein, and CCAAT/enhancer-binding protein (C/EBP) homologous protein in adult mice.	0
Effects of chronic social defeat stress on behavior and choline acetyltransferase, @CHEM-GENE$, and CCAAT/enhancer-binding protein (C/EBP) homologous protein in adult mice.	0
@GENE$, a recently identified cell surface protease, is the key enzyme of @CHEMICAL$ homoeostasis modulating the expression of the liver peptide hormone hepcidin.	0
Matriptase-2, a recently identified cell surface protease, is the key enzyme of @CHEMICAL$ homoeostasis modulating the expression of the liver peptide hormone @GENE$.	0
Matriptase-2, a recently identified cell surface @GENE$, is the key enzyme of @CHEMICAL$ homoeostasis modulating the expression of the liver peptide hormone hepcidin.	0
Taken together, the results of the present study have characterized @GENE$ as an inhibitor of matriptase-2 that modulates the synthesis of hepcidin and provides new insights into the regulatory mechanism of @CHEMICAL$ homoeostasis, with clinical importance for a treatment of iron overload diseases.	0
Taken together, the results of the present study have characterized HAI-2 as an inhibitor of @GENE$ that modulates the synthesis of hepcidin and provides new insights into the regulatory mechanism of @CHEMICAL$ homoeostasis, with clinical importance for a treatment of iron overload diseases.	0
Taken together, the results of the present study have characterized HAI-2 as an inhibitor of matriptase-2 that modulates the synthesis of @GENE$ and provides new insights into the regulatory mechanism of @CHEMICAL$ homoeostasis, with clinical importance for a treatment of iron overload diseases.	0
